,rank,bib,name,country,sex,division,divisionType,finDivPos,finSexPos,finOvrPos,isDNF,swimLegTime,swimNetTime,t1LegTime,t1NetTime,bikeLegTime,bikeNetTime,t2LegTime,t2NetTime,finishLegTime,finishNetTime
107,108.0,2531,Fabio Claros,Belgium,M,M30-34,AG,15.0,84.0,94.0,False,00:41:05.82,00:41:05.82,00:05:36.88,00:46:42.70,02:37:19.603,03:24:02.303,00:04:54.964,03:28:57.267,01:32:20.76,05:01:18.027
108,109.0,2481,Benoît Siegfried,France,M,M25-29,AG,12.0,85.0,95.0,False,00:27:54.32,00:27:54.32,00:04:35.153,00:32:29.473,02:34:35.047,03:07:04.52,00:02:55.863,03:10:00.383,01:51:31.977,05:01:32.36
109,110.0,2253,Kasey MacKinnon,New Zealand,F,F30-34,AG,1.0,11.0,96.0,False,00:36:54.717,00:36:54.717,00:04:20.19,00:41:14.907,02:43:26.29,03:24:41.197,00:02:58.97,03:27:40.167,01:33:54.14,05:01:34.307
110,111.0,2021,James Kay,United Kingdom of Great Britain and Northern Irela,M,M40-44,AG,16.0,86.0,97.0,False,00:34:21.52,00:34:21.52,00:04:58.44,00:39:19.96,02:42:01.584,03:21:21.544,00:02:57.99,03:24:19.534,01:37:15.02,05:01:34.554
111,112.0,4049,Team Team Adobo,New Zealand,M,MRelay,RELAY,8.0,8.0,15.0,False,00:45:31.197,00:45:31.197,00:04:28.103,00:49:59.30,02:26:08.99,03:16:08.29,00:01:58.803,03:18:07.093,01:43:54.11,05:02:01.203
112,113.0,2306,Kristin Hewitt,New Zealand,F,F40-44,AG,1.0,12.0,98.0,False,00:31:27.186,00:31:27.186,00:04:11.33,00:35:38.516,02:44:24.184,03:20:02.70,00:02:33.04,03:22:35.74,01:39:54.46,05:02:30.20
113,114.0,2217,Emma Waite,New Zealand,F,F25-29,AG,3.0,13.0,99.0,False,00:39:32.823,00:39:32.823,00:04:29.387,00:44:02.21,02:35:04.473,03:19:06.683,00:03:12.22,03:22:18.903,01:40:23.977,05:02:42.88
114,115.0,2019,Bruce Speers,New Zealand,M,M55-59,AG,2.0,87.0,100.0,False,00:34:50.363,00:34:50.363,00:04:34.593,00:39:24.956,02:36:34.367,03:15:59.323,00:03:24.357,03:19:23.68,01:43:41.00,05:03:04.68
115,116.0,2566,Wade McRae,New Zealand,M,ODIV,OPEN,1.0,1.0,1.0,False,00:37:13.534,00:37:13.534,00:04:36.916,00:41:50.45,02:36:04.26,03:17:54.71,00:02:58.307,03:20:53.017,01:42:33.067,05:03:26.084
116,117.0,2676,Mikko Anzano,Italy,M,M40-44,AG,17.0,88.0,101.0,False,00:43:53.197,00:43:53.197,00:05:57.96,00:49:51.157,02:31:55.526,03:21:46.683,00:03:31.704,03:25:18.387,01:38:24.103,05:03:42.49
117,118.0,2678,Hamish Mexted,New Zealand,M,M40-44,AG,18.0,89.0,102.0,False,00:34:09.74,00:34:09.74,00:04:37.09,00:38:46.83,02:34:52.49,03:13:39.32,00:03:04.653,03:16:43.973,01:47:10.03,05:03:54.003
118,119.0,2750,James McGrogan,New Zealand,M,M50-54,AG,7.0,90.0,103.0,False,00:32:20.44,00:32:20.44,00:04:21.13,00:36:41.57,02:38:16.62,03:14:58.19,00:03:43.506,03:18:41.696,01:45:16.634,05:03:58.33
119,120.0,2689,Matt O'Dwyer,New Zealand,M,M40-44,AG,19.0,91.0,104.0,False,00:32:13.433,00:32:13.433,00:04:28.70,00:36:42.133,02:36:25.797,03:13:07.93,00:02:26.21,03:15:34.14,01:48:41.176,05:04:15.316
120,121.0,2699,Richard Saunders,New Zealand,M,M45-49,AG,7.0,92.0,105.0,False,00:29:47.234,00:29:47.234,00:04:13.37,00:34:00.604,02:44:01.123,03:18:01.727,00:03:09.973,03:21:11.70,01:43:17.754,05:04:29.454
121,122.0,2475,Ben Leary,New Zealand,M,M25-29,AG,13.0,93.0,106.0,False,00:31:43.896,00:31:43.896,00:05:52.06,00:37:35.956,02:36:34.197,03:14:10.153,00:03:54.713,03:18:04.866,01:46:25.55,05:04:30.416
122,123.0,2007,Kathryn Phipps,New Zealand,F,F25-29,AG,4.0,14.0,107.0,False,00:36:47.974,00:36:47.974,00:05:13.556,00:42:01.53,02:48:02.194,03:30:03.724,00:03:43.07,03:33:46.794,01:31:08.933,05:04:55.727
123,124.0,2180,Tori Morgan,New Zealand,F,F25-29,AG,5.0,15.0,108.0,False,00:41:27.817,00:41:27.817,00:04:13.38,00:45:41.197,02:41:42.28,03:27:23.477,00:02:45.78,03:30:09.257,01:35:29.103,05:05:38.36
124,125.0,4019,Team Tri-Migos,New Zealand,MF,MFRelay,RELAY,8.0,8.0,16.0,False,00:29:03.54,00:29:03.54,00:03:34.60,00:32:38.14,02:35:05.64,03:07:43.78,00:01:54.726,03:09:38.506,01:56:05.694,05:05:44.20
125,126.0,2527,Ben Poulter,New Zealand,M,M30-34,AG,16.0,94.0,109.0,False,00:31:25.554,00:31:25.554,00:05:38.613,00:37:04.167,02:37:40.157,03:14:44.324,00:03:17.863,03:18:02.187,01:48:28.873,05:06:31.06
126,127.0,2222,Kendall Vaughan,New Zealand,F,F25-29,AG,6.0,16.0,110.0,False,00:32:17.547,00:32:17.547,00:03:50.19,00:36:07.737,02:50:07.64,03:26:15.377,00:02:21.356,03:28:36.733,01:38:02.354,05:06:39.087
127,128.0,2542,Stephen Willis,Ireland,M,ODIV,OPEN,2.0,2.0,2.0,False,00:42:48.546,00:42:48.546,00:04:52.074,00:47:40.62,02:41:12.326,03:28:52.946,00:03:03.37,03:31:56.316,01:34:48.247,05:06:44.563
128,129.0,2108,Rhys Payne,New Zealand,M,ODIV,OPEN,3.0,3.0,3.0,False,00:33:48.003,00:33:48.003,00:05:25.62,00:39:13.623,02:41:53.304,03:21:06.927,00:04:06.16,03:25:13.087,01:41:37.516,05:06:50.603
129,130.0,2016,Chris Chaplin,New Zealand,M,M30-34,AG,17.0,95.0,111.0,False,00:35:53.586,00:35:53.586,00:04:59.987,00:40:53.573,02:31:48.547,03:12:42.12,00:03:31.84,03:16:13.96,01:50:39.796,05:06:53.756
130,131.0,2002,Davy Rosseel,Belgium,M,M45-49,AG,8.0,96.0,112.0,False,00:32:36.153,00:32:36.153,00:05:26.01,00:38:02.163,02:47:22.933,03:25:25.096,00:04:45.757,03:30:10.853,01:36:44.827,05:06:55.68
131,132.0,2418,Lachie Wells,New Zealand,M,M18-24,AG,20.0,97.0,113.0,False,00:36:46.04,00:36:46.04,00:03:52.31,00:40:38.35,02:40:17.23,03:20:55.58,00:02:54.037,03:23:49.617,01:43:24.443,05:07:14.06
132,133.0,2885,Rejei Andrae Librando,New Zealand,M,M30-34,AG,18.0,98.0,114.0,False,00:37:22.327,00:37:22.327,00:04:20.946,00:41:43.273,02:40:39.827,03:22:23.10,00:02:41.38,03:25:04.48,01:42:25.203,05:07:29.683
133,134.0,4039,Team Friends & Family,New Zealand,MF,MFRelay,RELAY,9.0,9.0,17.0,False,00:31:51.70,00:31:51.70,00:03:34.106,00:35:25.806,02:48:51.974,03:24:17.78,00:01:54.293,03:26:12.073,01:41:20.597,05:07:32.67
134,135.0,2819,Andrew Balsille,New Zealand,M,M60-64,AG,1.0,99.0,115.0,False,00:34:28.82,00:34:28.82,00:04:26.72,00:38:55.54,02:44:50.74,03:23:46.28,00:02:40.496,03:26:26.776,01:41:06.01,05:07:32.786
135,136.0,2465,Hugo Donaldson,New Zealand,M,M25-29,AG,14.0,100.0,116.0,False,00:38:12.42,00:38:12.42,00:05:43.353,00:43:55.773,02:45:26.96,03:29:22.733,00:02:53.014,03:32:15.747,01:36:05.33,05:08:21.077
136,137.0,2039,Izzy MacDonald,New Zealand,F,F25-29,AG,7.0,17.0,117.0,False,00:32:49.35,00:32:49.35,00:05:35.05,00:38:24.40,02:51:56.553,03:30:20.953,00:04:26.997,03:34:47.95,01:34:00.44,05:08:48.39
137,138.0,2509,Samuel Hewitt,New Zealand,M,M25-29,AG,15.0,101.0,118.0,False,00:33:31.253,00:33:31.253,00:04:51.657,00:38:22.91,02:32:33.007,03:10:55.917,00:03:04.956,03:14:00.873,01:54:49.944,05:08:50.817
138,139.0,2466,Nathan Richards,New Zealand,M,M25-29,AG,16.0,102.0,119.0,False,00:35:37.214,00:35:37.214,00:04:19.126,00:39:56.34,02:40:02.434,03:19:58.774,00:02:47.956,03:22:46.73,01:46:11.044,05:08:57.774
139,140.0,2646,Luke Cameron,New Zealand,M,M40-44,AG,20.0,103.0,120.0,False,00:33:45.24,00:33:45.24,00:04:50.206,00:38:35.446,02:42:58.55,03:21:33.996,00:02:48.787,03:24:22.783,01:44:37.993,05:09:00.776
140,141.0,2434,Joshua Solomann,New Zealand,M,M18-24,AG,21.0,104.0,121.0,False,00:32:39.83,00:32:39.83,00:04:31.34,00:37:11.17,02:50:14.30,03:27:25.47,00:02:45.223,03:30:10.693,01:38:57.507,05:09:08.20
141,142.0,2581,Michael Mills,New Zealand,M,M35-39,AG,12.0,105.0,122.0,False,00:38:03.327,00:38:03.327,00:04:33.41,00:42:36.737,02:32:41.80,03:15:18.537,00:02:53.99,03:18:12.527,01:51:13.446,05:09:25.973
142,143.0,2764,Aaron Wood,New Zealand,M,M50-54,AG,8.0,106.0,123.0,False,00:27:53.513,00:27:53.513,00:03:33.363,00:31:26.876,02:44:02.89,03:15:29.766,00:04:09.277,03:19:39.043,01:49:55.83,05:09:34.873
143,144.0,4052,Team Rous: Ksa,New Zealand,M,MRelay,RELAY,9.0,9.0,18.0,False,00:33:49.75,00:33:49.75,00:04:47.953,00:38:37.703,02:40:38.15,03:19:15.853,00:01:54.747,03:21:10.60,01:48:41.593,05:09:52.193
144,145.0,4060,Team P&g International,New Zealand,MF,MFRelay,RELAY,10.0,10.0,19.0,False,00:34:57.034,00:34:57.034,00:07:40.64,00:42:37.674,02:42:53.383,03:25:31.057,00:02:49.213,03:28:20.27,01:41:45.684,05:10:05.954
145,146.0,2908,John Eyre-Walker,Australia,M,M50-54,AG,9.0,107.0,124.0,False,00:35:08.213,00:35:08.213,00:06:39.064,00:41:47.277,02:36:31.673,03:18:18.95,00:03:01.897,03:21:20.847,01:48:55.216,05:10:16.063
146,147.0,2469,Cameron Tannahill,New Zealand,M,M25-29,AG,17.0,108.0,125.0,False,00:49:56.92,00:49:56.92,00:06:22.67,00:56:19.59,02:32:52.073,03:29:11.663,00:05:05.404,03:34:17.067,01:36:14.143,05:10:31.21
147,148.0,2535,Corin Anderson,New Zealand,M,M30-34,AG,19.0,109.0,126.0,False,00:35:25.084,00:35:25.084,00:04:52.633,00:40:17.717,02:46:46.187,03:27:03.904,00:02:58.213,03:30:02.117,01:40:33.307,05:10:35.424
148,149.0,2187,Eva Kettle,New Zealand,F,F25-29,AG,8.0,18.0,127.0,False,00:33:07.263,00:33:07.263,00:05:08.727,00:38:15.99,02:45:47.02,03:24:03.01,00:02:53.19,03:26:56.20,01:43:42.663,05:10:38.863
149,150.0,2738,Jeremy Boyd,New Zealand,M,M50-54,AG,10.0,110.0,128.0,False,00:31:30.62,00:31:30.62,00:04:16.52,00:35:47.14,02:56:48.876,03:32:36.016,00:03:50.534,03:36:26.55,01:34:14.49,05:10:41.04
150,151.0,2507,Ben Zeylemaker,New Zealand,M,M25-29,AG,18.0,111.0,129.0,False,00:34:38.483,00:34:38.483,00:05:44.967,00:40:23.45,02:45:53.053,03:26:16.503,00:03:32.887,03:29:49.39,01:40:59.83,05:10:49.22
151,152.0,2471,Henry Mackenzie,New Zealand,M,M25-29,AG,19.0,112.0,130.0,False,00:37:11.833,00:37:11.833,00:05:20.767,00:42:32.60,02:35:14.823,03:17:47.423,00:02:43.224,03:20:30.647,01:50:36.596,05:11:07.243
152,153.0,2195,Sophie Bates,New Zealand,F,F25-29,AG,9.0,19.0,131.0,False,00:31:36.477,00:31:36.477,00:05:46.15,00:37:22.627,02:49:41.60,03:27:04.227,00:05:35.32,03:32:39.547,01:38:41.72,05:11:21.267
153,154.0,2422,Flynn Simpson-Blythe,New Zealand,M,M18-24,AG,22.0,113.0,132.0,False,00:34:41.183,00:34:41.183,00:05:35.413,00:40:16.596,02:45:36.87,03:25:53.466,00:02:50.264,03:28:43.73,01:42:40.463,05:11:24.193
154,155.0,2901,Chris Pollock,New Zealand,M,M50-54,AG,11.0,114.0,133.0,False,00:31:18.553,00:31:18.553,00:04:06.21,00:35:24.763,02:39:04.597,03:14:29.36,00:02:39.386,03:17:08.746,01:54:23.684,05:11:32.43
155,156.0,2667,Johan Engelbrecht,New Zealand,M,M40-44,AG,21.0,115.0,134.0,False,00:35:26.164,00:35:26.164,00:06:43.346,00:42:09.51,02:37:02.684,03:19:12.194,00:05:35.856,03:24:48.05,01:46:52.157,05:11:40.207
156,157.0,2588,Henry Stiles,New Zealand,M,M35-39,AG,13.0,116.0,135.0,False,00:37:54.737,00:37:54.737,00:05:14.333,00:43:09.07,02:34:36.52,03:17:45.59,00:03:25.683,03:21:11.273,01:50:31.507,05:11:42.78
157,158.0,2533,Dean Boote,New Zealand,M,M30-34,AG,20.0,117.0,136.0,False,00:34:32.12,00:34:32.12,00:04:21.374,00:38:53.494,02:39:15.37,03:18:08.864,00:02:40.26,03:20:49.124,01:50:56.673,05:11:45.797
158,159.0,2255,Phillipa Mitchell,Australia,F,F30-34,AG,2.0,20.0,137.0,False,00:36:26.483,00:36:26.483,00:05:10.777,00:41:37.26,02:49:10.716,03:30:47.976,00:02:39.96,03:33:27.936,01:38:23.054,05:11:50.99
159,160.0,2695,James McGlinn,New Zealand,M,M45-49,AG,9.0,118.0,138.0,False,00:36:19.14,00:36:19.14,00:04:25.70,00:40:44.84,02:52:06.963,03:32:51.803,00:05:21.64,03:38:13.443,01:34:04.05,05:12:17.493
160,161.0,2711,Greg Olsen,New Zealand,M,M45-49,AG,10.0,119.0,139.0,False,00:35:12.50,00:35:12.50,00:04:50.053,00:40:02.553,02:42:04.027,03:22:06.58,00:03:34.18,03:25:40.76,01:46:39.156,05:12:19.916
161,162.0,2693,Matt Iggulden,New Zealand,M,M45-49,AG,11.0,120.0,140.0,False,00:43:32.65,00:43:32.65,00:04:48.204,00:48:20.854,02:35:45.35,03:24:06.204,00:02:48.016,03:26:54.22,01:45:29.947,05:12:24.167
162,163.0,2282,Johanna de Greeuw,New Zealand,F,F35-39,AG,3.0,21.0,141.0,False,00:36:16.106,00:36:16.106,00:04:22.867,00:40:38.973,02:41:37.767,03:22:16.74,00:02:34.083,03:24:50.823,01:47:44.467,05:12:35.29
163,164.0,2673,Paul Daly,New Zealand,M,M40-44,AG,22.0,121.0,142.0,False,00:34:01.79,00:34:01.79,00:05:57.486,00:39:59.276,02:51:17.584,03:31:16.86,00:03:33.49,03:34:50.35,01:38:15.223,05:13:05.573
164,165.0,2477,Callum Brown,New Zealand,M,ODIV,OPEN,4.0,4.0,4.0,False,00:35:51.466,00:35:51.466,00:05:46.90,00:41:38.366,02:47:09.66,03:28:48.026,00:03:47.374,03:32:35.40,01:40:39.54,05:13:14.94
165,166.0,2578,Matthew Williams,New Zealand,M,M35-39,AG,14.0,122.0,143.0,False,00:37:01.296,00:37:01.296,00:05:17.367,00:42:18.663,02:48:39.647,03:30:58.31,00:03:02.453,03:34:00.763,01:39:26.623,05:13:27.386
166,167.0,2653,Alistair Russell,New Zealand,M,M40-44,AG,23.0,123.0,144.0,False,00:30:53.34,00:30:53.34,00:05:16.657,00:36:09.997,02:38:10.543,03:14:20.54,00:03:40.197,03:18:00.737,01:55:47.78,05:13:48.517
167,168.0,2281,Lyneche Sturch,New Zealand,F,F30-34,AG,3.0,22.0,145.0,False,00:39:39.494,00:39:39.494,00:04:30.20,00:44:09.694,02:48:42.11,03:32:51.804,00:02:31.093,03:35:22.897,01:39:04.573,05:14:27.47
168,169.0,2774,Gavin Champion,New Zealand,M,M55-59,AG,3.0,124.0,146.0,False,00:33:55.963,00:33:55.963,00:04:11.66,00:38:07.623,02:41:34.864,03:19:42.487,00:02:46.25,03:22:28.737,01:52:05.566,05:14:34.303
169,170.0,2014,Ben Keller,United States of America (the),M,M40-44,AG,24.0,125.0,147.0,False,00:39:31.31,00:39:31.31,00:05:07.19,00:44:38.50,02:42:20.48,03:26:58.98,00:04:40.513,03:31:39.493,01:42:54.833,05:14:34.326
170,171.0,2293,Laura Hill,New Zealand,F,F35-39,AG,4.0,23.0,148.0,False,00:37:09.85,00:37:09.85,00:05:05.463,00:42:15.313,02:48:08.457,03:30:23.77,00:02:57.66,03:33:21.43,01:41:32.506,05:14:53.936
171,172.0,2018,Francis Leong,Singapore,M,M45-49,AG,12.0,126.0,149.0,False,00:40:50.227,00:40:50.227,00:06:34.32,00:47:24.547,02:43:31.526,03:30:56.073,00:03:40.254,03:34:36.327,01:40:59.126,05:15:35.453
172,173.0,4081,Team Pack A Punch,New Zealand,M,MRelay,RELAY,10.0,10.0,20.0,False,00:31:05.983,00:31:05.983,00:03:40.73,00:34:46.713,02:40:14.36,03:15:01.073,00:01:57.10,03:16:58.173,01:58:40.457,05:15:38.63
173,174.0,2266,Rosie Morgan,New Zealand,F,F30-34,AG,4.0,24.0,150.0,False,00:36:13.487,00:36:13.487,00:04:51.283,00:41:04.77,02:51:49.044,03:32:53.814,00:02:46.636,03:35:40.45,01:40:00.74,05:15:41.19
174,175.0,2718,Jarrod McIlveen,New Zealand,M,M45-49,AG,13.0,127.0,151.0,False,00:33:07.044,00:33:07.044,00:04:20.223,00:37:27.267,02:49:19.997,03:26:47.264,00:04:08.203,03:30:55.467,01:44:45.863,05:15:41.33
175,176.0,2210,Ellen Twiss,New Zealand,F,F25-29,AG,10.0,25.0,152.0,False,00:31:57.304,00:31:57.304,00:05:01.503,00:36:58.807,02:39:47.313,03:16:46.12,00:02:58.11,03:19:44.23,01:55:58.707,05:15:42.937
176,177.0,2850,Jana Pop Puttkammer,New Zealand,F,F40-44,AG,2.0,26.0,153.0,False,00:36:37.153,00:36:37.153,00:04:45.424,00:41:22.577,02:42:15.133,03:23:37.71,00:03:18.077,03:26:55.787,01:49:24.14,05:16:19.927
177,178.0,2017,Charles Cobbs,New Zealand,M,M60-64,AG,2.0,128.0,154.0,False,00:33:20.08,00:33:20.08,00:05:58.584,00:39:18.664,02:47:41.92,03:27:00.584,00:04:19.333,03:31:19.917,01:45:14.25,05:16:34.167
178,179.0,2792,Scott Vaughan,New Zealand,M,M55-59,AG,4.0,129.0,155.0,False,00:38:04.206,00:38:04.206,00:04:55.637,00:42:59.843,02:46:33.777,03:29:33.62,00:03:48.51,03:33:22.13,01:43:15.083,05:16:37.213
179,180.0,2286,Shenae Barker,New Zealand,F,F35-39,AG,5.0,27.0,156.0,False,00:36:52.85,00:36:52.85,00:04:17.86,00:41:10.71,02:40:51.93,03:22:02.64,00:03:02.603,03:25:05.243,01:51:44.024,05:16:49.267
180,181.0,2419,Tyler Mumby,New Zealand,M,M18-24,AG,23.0,130.0,157.0,False,00:28:31.807,00:28:31.807,00:03:30.51,00:32:02.317,02:37:32.38,03:09:34.697,00:03:14.07,03:12:48.767,02:04:05.227,05:16:53.994
181,182.0,4069,Team Dutton Ranch,New Zealand,M,MRelay,RELAY,11.0,11.0,21.0,False,00:33:35.47,00:33:35.47,00:08:02.90,00:41:38.37,02:47:51.457,03:29:29.827,00:02:00.727,03:31:30.554,01:45:36.37,05:17:06.924
182,183.0,2498,Andrew Smylie,New Zealand,M,M25-29,AG,20.0,131.0,158.0,False,00:29:33.246,00:29:33.246,00:05:38.777,00:35:12.023,02:58:46.65,03:33:58.673,00:04:58.417,03:38:57.09,01:38:37.726,05:17:34.816
183,184.0,4063,Team Nat & Amanda,New Zealand,F,FRelay,RELAY,1.0,1.0,22.0,False,00:40:50.15,00:40:50.15,00:05:02.187,00:45:52.337,02:45:34.583,03:31:26.92,00:02:08.533,03:33:35.453,01:44:04.827,05:17:40.28
184,185.0,4020,Team Thunderbirds Are Go !,New Zealand,MF,MFRelay,RELAY,11.0,11.0,23.0,False,00:36:51.84,00:36:51.84,00:03:00.253,00:39:52.093,02:46:46.477,03:26:38.57,00:02:05.696,03:28:44.266,01:49:04.19,05:17:48.456
185,186.0,2775,Nick Wealleans,New Zealand,M,M55-59,AG,5.0,132.0,159.0,False,00:35:45.163,00:35:45.163,00:04:39.03,00:40:24.193,02:48:24.187,03:28:48.38,00:04:05.15,03:32:53.53,01:45:04.54,05:17:58.07
186,187.0,2476,Matthew Handford,New Zealand,M,M25-29,AG,21.0,133.0,160.0,False,00:33:44.97,00:33:44.97,00:06:54.777,00:40:39.747,02:39:00.913,03:19:40.66,00:04:10.82,03:23:51.48,01:54:13.417,05:18:04.897
187,188.0,2272,Niamh de Hora,Ireland,F,F30-34,AG,5.0,28.0,161.0,False,00:38:43.90,00:38:43.90,00:04:20.526,00:43:04.426,02:50:46.404,03:33:50.83,00:02:48.06,03:36:38.89,01:41:27.426,05:18:06.316
188,189.0,2672,Warren Ross,New Zealand,M,M40-44,AG,25.0,134.0,162.0,False,00:36:59.547,00:36:59.547,00:03:21.73,00:40:21.277,02:31:16.24,03:11:37.517,00:02:48.856,03:14:26.373,02:04:31.837,05:18:58.21
189,190.0,2521,Jacopo Fregonese,Italy,M,M25-29,AG,22.0,135.0,163.0,False,00:46:33.333,00:46:33.333,00:06:11.217,00:52:44.55,02:38:08.893,03:30:53.443,00:03:05.237,03:33:58.68,01:45:14.573,05:19:13.253
190,191.0,2725,Dominic Davin,New Zealand,M,M45-49,AG,14.0,136.0,164.0,False,00:33:29.22,00:33:29.22,00:07:55.77,00:41:24.99,02:41:22.07,03:22:47.06,00:06:16.85,03:29:03.91,01:50:22.357,05:19:26.267
191,192.0,2526,Joseph Hughes,New Zealand,M,M30-34,AG,21.0,137.0,165.0,False,00:33:46.993,00:33:46.993,00:06:37.377,00:40:24.37,02:51:20.73,03:31:45.10,00:03:53.257,03:35:38.357,01:43:48.58,05:19:26.937
192,193.0,2575,Benn Jeffries,New Zealand,M,M30-34,AG,22.0,138.0,166.0,False,00:35:50.423,00:35:50.423,00:05:08.514,00:40:58.937,02:47:39.266,03:28:38.203,00:04:19.227,03:32:57.43,01:46:32.007,05:19:29.437
193,194.0,2511,Ed Hodgson,United Kingdom of Great Britain and Northern Irela,M,M25-29,AG,23.0,139.0,167.0,False,00:32:44.264,00:32:44.264,00:04:41.286,00:37:25.55,02:54:35.35,03:32:00.90,00:03:24.72,03:35:25.62,01:44:06.30,05:19:31.92
194,195.0,2426,James-Hardy Rorimpandey,New Zealand,M,M18-24,AG,24.0,140.0,168.0,False,00:32:20.644,00:32:20.644,00:06:13.29,00:38:33.934,02:44:16.996,03:22:50.93,00:02:54.92,03:25:45.85,01:53:47.68,05:19:33.53
195,196.0,2006,Carly Francis,New Zealand,F,F45-49,AG,4.0,29.0,169.0,False,00:41:09.41,00:41:09.41,00:05:05.916,00:46:15.326,02:48:05.20,03:34:20.526,00:03:16.547,03:37:37.073,01:42:20.407,05:19:57.48
196,197.0,2412,Sam Jones,New Zealand,M,ODIV,OPEN,5.0,5.0,5.0,False,00:29:32.403,00:29:32.403,00:05:51.26,00:35:23.663,02:49:44.54,03:25:08.203,00:02:21.447,03:27:29.65,01:52:28.903,05:19:58.553
197,198.0,2742,Craig Russell,United Kingdom of Great Britain and Northern Irela,M,M50-54,AG,12.0,141.0,170.0,False,00:36:02.42,00:36:02.42,00:06:52.513,00:42:54.933,02:40:26.787,03:23:21.72,00:04:47.247,03:28:08.967,01:52:14.176,05:20:23.143
198,199.0,4003,Team the Ring-Ins,New Zealand,M,MRelay,RELAY,12.0,12.0,24.0,False,00:37:35.394,00:37:35.394,00:04:44.593,00:42:19.987,02:46:15.997,03:28:35.984,00:02:02.103,03:30:38.087,01:49:49.637,05:20:27.724
199,200.0,2659,Vaughan Minton,New Zealand,M,M40-44,AG,26.0,142.0,171.0,False,00:36:56.19,00:36:56.19,00:04:34.643,00:41:30.833,02:46:42.404,03:28:13.237,00:03:27.933,03:31:41.17,01:48:55.947,05:20:37.117
200,201.0,2150,Holly Fisher,New Zealand,F,F18-24,AG,3.0,30.0,172.0,False,00:31:21.953,00:31:21.953,00:04:36.46,00:35:58.413,03:02:24.697,03:38:23.11,00:02:40.843,03:41:03.953,01:39:56.37,05:21:00.323
201,202.0,2435,Connor Turton,New Zealand,M,M18-24,AG,25.0,143.0,173.0,False,00:38:51.453,00:38:51.453,00:05:08.80,00:44:00.253,02:51:27.087,03:35:27.34,00:02:47.626,03:38:14.966,01:42:52.017,05:21:06.983
202,203.0,2261,Katie Cunningham,New Zealand,F,F30-34,AG,6.0,31.0,174.0,False,00:31:52.267,00:31:52.267,00:04:03.80,00:35:56.067,02:54:54.907,03:30:50.974,00:02:53.696,03:33:44.67,01:47:26.02,05:21:10.69
203,204.0,2697,Gavin MacDonald,New Zealand,M,M45-49,AG,15.0,144.0,175.0,False,00:38:52.354,00:38:52.354,00:05:33.06,00:44:25.414,02:29:33.846,03:13:59.26,00:03:29.664,03:17:28.924,02:03:42.66,05:21:11.584
204,205.0,2095,Shaun McPherson,New Zealand,M,ODIV,OPEN,6.0,6.0,6.0,False,00:38:17.224,00:38:17.224,00:04:29.113,00:42:46.337,02:45:10.91,03:27:57.247,00:02:42.547,03:30:39.794,01:50:33.463,05:21:13.257
205,206.0,2620,Joshua Neville,New Zealand,M,M35-39,AG,15.0,145.0,176.0,False,00:34:06.457,00:34:06.457,00:08:39.02,00:42:45.477,02:44:37.946,03:27:23.423,00:05:05.284,03:32:28.707,01:48:54.333,05:21:23.04
206,207.0,2911,Shane Lye,New Zealand,M,M60-64,AG,3.0,146.0,177.0,False,00:38:59.487,00:38:59.487,00:05:13.32,00:44:12.807,02:44:10.613,03:28:23.42,00:02:40.197,03:31:03.617,01:50:25.526,05:21:29.143
207,208.0,2424,Sam Clarke,New Zealand,M,M18-24,AG,26.0,147.0,178.0,False,00:32:03.513,00:32:03.513,00:05:50.643,00:37:54.156,02:51:21.114,03:29:15.27,00:03:25.493,03:32:40.763,01:48:57.573,05:21:38.336
208,209.0,2806,Dave Hayes,New Zealand,M,M55-59,AG,6.0,148.0,179.0,False,00:35:40.667,00:35:40.667,00:04:40.43,00:40:21.097,02:50:39.746,03:31:00.843,00:02:33.227,03:33:34.07,01:48:13.403,05:21:47.473
209,210.0,2786,Brad Aylwin,New Zealand,M,M55-59,AG,7.0,149.0,180.0,False,00:34:55.51,00:34:55.51,00:05:31.367,00:40:26.877,02:38:58.267,03:19:25.144,00:04:14.786,03:23:39.93,01:58:18.09,05:21:58.02
210,211.0,4002,Team Two Enduro Athletes & A Battler,New Zealand,MF,MFRelay,RELAY,12.0,12.0,25.0,False,00:33:17.99,00:33:17.99,00:03:12.13,00:36:30.12,03:12:35.27,03:49:05.39,00:02:03.686,03:51:09.076,01:30:57.70,05:22:06.776
211,212.0,2185,Georgia Danford,New Zealand,F,F25-29,AG,11.0,32.0,181.0,False,00:36:36.40,00:36:36.40,00:05:50.053,00:42:26.453,02:42:21.317,03:24:47.77,00:02:52.81,03:27:40.58,01:54:46.64,05:22:27.22
212,213.0,2656,Dan Bleach,New Zealand,M,M40-44,AG,27.0,150.0,182.0,False,00:36:47.01,00:36:47.01,00:05:58.28,00:42:45.29,02:52:32.984,03:35:18.274,00:03:14.346,03:38:32.62,01:43:56.554,05:22:29.174
213,214.0,4018,Team Trivial,New Zealand,MF,MFRelay,RELAY,13.0,13.0,26.0,False,00:37:50.376,00:37:50.376,00:03:38.904,00:41:29.28,02:53:52.093,03:35:21.373,00:02:09.407,03:37:30.78,01:45:04.916,05:22:35.696
